盈利能力,净资产收益率_平均,0.759781,7.033708,6.171504,4.098903,1.028219,7.834472,6.441093,4.014372,0.818133,11.665742,9.62359,5.124813,1.59896,1.722851,0.212308,-4.6998,-1.85433,5.010021,4.303947,4.196378,-0.499262,6.134001,3.025714,-1.177009,-2.965818,14.310728,13.377321,6.469379,1.867803,13.064245,12.041885,6.426217,2.31024,15.835599,14.717681,13.195527,,23.864662,,21.837711,24.810307,13.243013
盈利能力,净资产收益率_平均_扣除非经常损益,0.723619,6.598483,5.998913,3.963935,0.933575,7.547863,6.263766,3.878358,0.698587,11.078896,9.168667,4.866419,1.412073,1.053553,-0.186741,-4.956858,-1.940046,4.161866,3.921184,4.041929,-0.653243,3.152639,1.854131,-1.860168,-3.211032,14.04951,13.120415,6.225578,1.845549,11.865369,11.530986,5.901843,1.781844,15.649493,14.557482,13.065289,,23.587876,,21.072871,21.4552,11.717575
盈利能力,摊薄净资产收益率_扣除非经常损益,0.720881,6.522004,5.956106,3.976273,0.9288,7.528726,6.29356,3.948202,0.695741,10.476846,8.750095,4.747369,1.400874,1.045557,-0.186627,-5.079027,-1.958202,3.657607,3.465936,3.575348,-0.634399,3.183005,1.826213,-1.872438,-3.259366,13.445428,12.626634,6.190825,1.896542,11.353676,11.089129,5.83671,1.761497,11.0658,10.305491,13.07,,24.28,,19.441216,21.718926,
盈利能力,息税前利润率,15.847961,28.160034,33.239401,34.400607,21.047016,31.301072,34.118034,32.842844,19.206676,36.284062,40.789186,36.734338,25.44161,8.557488,4.288461,-60.148607,-36.599571,23.11758,26.024977,34.233083,2.718828,27.719765,24.508308,-3.598233,-129.85346,38.492098,46.345536,39.105019,25.496023,33.56834,41.058573,36.620212,30.1035,32.734836,38.100887,38.235457,29.076759,31.737508,37.1641,29.186948,30.021239,26.628723
盈利能力,总资产报酬率,0.935197,8.200411,7.382718,4.786424,1.241405,9.531134,7.833402,4.884163,1.178305,13.787716,11.788246,6.483494,1.932388,1.985461,0.660615,-3.465065,-1.3123,6.027741,5.224158,4.93265,0.134543,7.293,3.927297,-0.266179,-2.020321,16.392947,15.422975,7.679866,2.020542,14.718875,13.615455,7.349075,2.466065,14.569483,11.728733,8.445952,,13.703034,,11.989521,11.613667,8.129244
盈利能力,总资本回报率,1.084871,9.617586,8.631964,5.559961,1.443614,11.313268,9.237149,5.720454,1.3998,16.348341,13.952613,7.597494,2.26292,2.359446,0.783156,-4.10024,-1.558192,7.520298,6.474214,6.062999,0.168459,9.285264,4.908633,-0.330378,-2.526334,20.287816,18.896989,9.344607,2.535816,17.701809,16.28596,8.643948,2.879136,17.259637,13.755974,10.066372,,15.866589,,13.536058,12.924651,8.91446
盈利能力,投入资本回报率,0.770702,6.75757,5.893569,3.786584,1.008981,7.509143,6.058392,3.67784,0.834126,10.907783,8.958605,4.780558,1.529651,1.900859,0.563841,-3.864261,-1.49452,4.824478,4.136176,3.896944,0.066812,6.432733,3.557258,-0.312768,-2.217374,13.471292,12.535502,6.076596,1.83496,11.849059,10.820661,5.751655,2.12519,12.032431,9.60388,6.919653,,11.587389,,10.428507,10.109296,6.480397
盈利能力,息前税后总资产报酬率_平均,0.735372,6.246961,5.725244,3.705053,0.956758,7.249107,6.002004,3.678867,0.870439,10.485683,8.764825,4.749265,1.469101,1.65357,0.540952,-3.48226,-1.321269,4.435835,3.890132,3.645122,0.134543,5.768466,3.168202,-0.314097,-2.020321,12.400774,11.655383,5.811413,1.543661,11.181414,9.834331,5.631432,1.681357,11.42611,7.808327,6.654387,,11.129279,,10.07957,9.742201,3.508397
盈利能力,毛利率,37.568924,50.33228,53.716222,53.546448,41.443704,52.420493,52.835808,52.18118,38.166893,54.335506,56.151038,53.675882,42.417723,36.240473,31.456255,-9.797277,1.138842,50.02503,50.116692,55.704719,36.307366,52.595879,49.13833,33.277235,-50.562767,65.315861,69.137777,65.655295,58.125337,62.103559,67.157568,64.066131,56.237515,63.656874,68.224531,67.68888,58.575222,65.070517,67.914901,66.162634,65.906084,65.881596
盈利能力,销售净利率,11.638729,20.427345,24.660969,25.418804,14.703492,22.54975,24.875137,23.576838,13.009158,26.722858,29.420753,25.852653,18.062795,5.742409,1.447364,-64.282447,-40.032236,14.483673,16.574408,22.107825,-4.20466,17.386813,14.407658,-11.335114,-140.72917,28.145371,33.988885,28.595116,17.910856,24.119033,29.656268,26.054928,20.524495,21.188247,25.365415,24.438804,16.699209,19.025846,22.762529,14.827,15.634187,11.492351
盈利能力,成本费用利润率,18.027542,37.49844,48.17996,50.305397,24.474174,43.420751,49.728464,46.936095,22.09694,53.822743,65.095431,54.622268,30.973778,7.499593,2.214464,-38.140176,-27.705352,25.377153,29.75055,44.099948,-4.007167,26.79482,21.829421,-8.910284,-55.158365,61.04983,83.826633,61.970188,31.494203,46.782243,63.61325,52.259428,35.715943,40.192926,52.078362,49.31797,29.182074,34.390571,43.526701,25.647642,26.721431,21.15424
盈利能力,营业利润率,15.068697,27.098241,32.122329,33.183648,19.521946,30.153495,32.866868,31.715716,18.030525,35.619887,39.863774,35.660621,24.135649,7.488892,2.233305,-63.979847,-39.759119,20.75305,23.217214,31.033783,-4.196781,23.365209,19.178887,-10.62176,-140.748384,37.628318,45.270286,38.07041,23.889683,32.351269,39.537914,34.633451,27.439397,28.515412,33.482419,32.281233,22.312721,24.663605,29.37705,18.702681,17.948538,15.30344
盈利能力,总资产净利率_平均,0.615808,5.463459,4.792772,3.091433,0.778141,5.943518,4.846968,2.967484,0.629796,8.868142,7.306817,3.893243,1.209061,1.278314,0.157623,-3.486591,-1.372786,3.207639,2.774507,2.71082,-0.289253,3.858473,1.986621,-0.776409,-1.942454,10.470791,9.886497,4.798455,1.33786,9.24655,8.540182,4.487414,1.603005,8.161275,6.866473,4.549749,,7.09269,,5.248136,5.38974,2.950694
盈利能力,总资产净利率_平均(含少数股东损益),0.686808,5.948594,5.477384,3.536716,0.867248,6.866368,5.71126,3.506186,0.798095,10.154518,8.502721,4.562911,1.371938,1.332322,0.222959,-3.703209,-1.43538,3.776512,3.327086,3.18552,-0.20807,4.574426,2.308734,-0.838515,-2.18953,11.986501,11.3109,5.615817,1.419423,10.575591,9.834331,5.228796,1.681357,9.430375,7.808327,5.398365,,8.214627,,6.090689,6.048059,3.508397
成长能力,归母净利润,10457058.36,95321089.57,83254061.43,54727300.95,13842231.52,104662021.5,85424503.25,52562513.68,10946584.45,147001058.47,120041437.28,62432885.01,19143856.28,20306941.93,2484825.32,-53680841.85,-21490257.14,51500456.54,43910475.51,42771181.41,-4560057.3,54884974.96,27755672.97,-10562742.43,-26398845.39,123711038.58,114941382.3,53714323.83,15000795.0,103210099.45,94615789.72,49027425.9,17632468.29,84474786.27,78282446.27,44146417.15,13725937.5,69288314.17,64688253.15,54032629.33,56926837.8,30754900.0
成长能力,营业总收入,100206078.33,508070184.47,385817300.34,246314050.39,104922974.23,536204952.43,404649241.93,263412922.45,106631129.64,629889317.51,474796023.1,283034061.68,120262712.55,368571764.49,242841024.89,88696027.21,56130080.16,418637154.74,317693427.53,227344738.48,78014046.12,374243833.42,223880982.87,100640090.49,21144673.22,503169612.39,386895958.35,219841537.54,88858467.86,489426187.51,367387866.01,219257649.84,90108485.11,460683872.94,350951108.39,214333614.18,87683784.95,421786734.47,321106649.08,422925749.18,408592135.86,318192500.0
成长能力,净利润,11662714.7,103785251.91,95146285.07,62610087.74,15427341.86,120912881.28,100657056.24,62104439.63,13871812.76,168324430.19,139688567.46,73171815.43,21722807.42,21164899.1,3514793.86,-57015977.06,-22470126.39,60634037.01,52655805.75,50260978.34,-3280225.82,65069077.23,32256008.46,-11407669.36,-29756723.27,141618955.07,131501623.91,62863943.27,15915312.6,118044866.25,108953532.33,57127423.51,18494312.22,97610838.49,89020208.42,52380573.65,14642499.1,80248495.03,73091996.25,62707203.17,63880060.61,36567800.0
成长能力,扣非净利润,9959354.12,89422892.62,80925796.33,52925253.83,12568103.38,100833160.79,83072712.41,50781593.9,9347061.88,139606161.11,114366879.94,59284999.59,16906319.69,12418053.33,-2185586.41,-56616949.39,-22483644.24,42781861.37,40005383.57,41196973.99,-5966452.83,28208750.14,17008433.61,-16693554.26,-28581502.02,121452905.01,112733980.88,51690084.15,14822067.84,93738744.51,90601545.14,45026832.74,13599586.43,83482008.28,77430358.49,43710700.0,13387945.71,68484700.0,63199390.8,52140200.0,49228600.0,27212300.0
成长能力,营业总收入增长率,-4.495579,-5.247017,-4.653892,-6.49128,-1.601929,-14.873147,-14.774087,-6.93243,-11.334837,70.900046,95.51722,219.105681,114.257154,-11.959136,-23.561205,-60.986109,-28.051315,11.862138,41.902819,125.898781,268.953661,-25.622727,-42.13406,-54.22153,-76.204098,2.808068,5.309944,0.266302,-1.387235,6.239053,4.683489,2.297369,2.765277,9.221991,9.294251,,,-0.269317,,3.508049,28.41036,
成长能力,归属母公司净利润增长率,-24.4554,-8.924853,-2.540771,4.1185,26.452516,-28.801858,-28.837487,-15.809571,-42.819334,623.895596,4730.980927,216.303848,189.081559,-60.569394,-94.341155,-225.507035,-371.271646,-6.166566,58.203606,504.924968,82.7263,-55.634537,-75.852323,-119.664666,-275.982975,19.863307,21.482241,9.559747,-14.925155,22.178586,20.86463,11.056409,28.460939,21.917797,21.014933,,,28.234207,,-5.084084,85.098432,
收益质量,经营活动净现金/销售收入,0.055627,0.371746,0.302898,0.213135,0.147113,0.358167,0.307486,0.213238,0.174289,0.501391,0.496411,0.415749,0.364731,0.308941,0.225162,-0.401763,-0.3504,0.327226,0.35499,0.307236,-0.140545,0.424797,0.244405,-0.157658,-1.191552,0.447329,0.485656,0.365832,0.284,0.460502,0.528914,0.461162,0.29397,0.462891,0.545529,0.512092,0.442161,0.497137,0.591446,0.435362,0.433519,0.437828
收益质量,经营性现金净流量/营业总收入,0.055627,0.371746,0.302898,0.213135,0.147113,0.358167,0.307486,0.213238,0.174289,0.501391,0.496411,0.415749,0.364731,0.308941,0.225162,-0.401763,-0.3504,0.327226,0.35499,0.307236,-0.140545,0.424797,0.244405,-0.157658,-1.191552,0.447329,0.485656,0.365832,0.284,0.460502,0.528914,0.461162,0.29397,0.462891,0.545529,0.512092,0.442161,0.497137,0.591446,0.435362,0.433519,0.437828
收益质量,成本费用率,83.34461,72.364212,66.673894,65.9785,79.79613,69.193011,66.062183,67.499596,81.583536,65.794788,61.267378,65.318574,78.009134,95.643627,100.438278,167.760002,143.589911,81.131819,78.049215,70.393279,104.928503,86.514374,87.701785,119.944082,255.136585,61.456925,54.052479,61.49581,75.976953,68.801062,62.144646,66.234721,76.859539,70.288,64.913993,65.998969,76.552638,72.656257,68.912347,75.938873,76.612333,80.061409
收益质量,期间费用率,20.913534,22.696493,20.390116,19.524948,21.239835,21.613505,18.897991,19.680777,19.750429,20.130294,17.418417,18.994456,20.426857,31.8841,31.894534,57.962724,44.728753,31.156849,28.165907,26.097999,41.235869,39.110253,36.840116,53.221317,104.573818,26.772786,23.190257,27.151105,34.10229,30.904622,29.302214,30.300853,33.097055,33.944874,33.138525,33.687849,35.127861,37.726774,36.827249,42.101507,42.518418,45.943006
收益质量,销售成本率,62.431075,49.667719,46.283777,46.453551,58.556295,47.579506,47.164191,47.818819,61.833106,45.664493,43.848961,46.324117,57.582276,63.759526,68.543744,109.797277,98.861157,49.974969,49.883307,44.29528,63.692633,47.40412,50.861669,66.722764,150.562767,34.684138,30.862222,34.344704,41.874662,37.89644,32.842431,35.933868,43.762484,36.343125,31.775468,32.311119,41.424777,34.929482,32.085098,33.837365,34.093915,34.118403
收益质量,经营活动净现金/归属母公司的净利润,0.533056,1.981445,1.403695,0.959268,1.115106,1.834967,1.456541,1.06863,1.697758,2.148429,1.96344,1.884763,2.29126,5.607301,22.00504,,,2.659959,2.568368,1.633076,,2.896565,1.971411,,,1.819423,1.634732,1.497277,1.682299,2.183721,2.053745,2.062383,1.502296,2.52438,2.445683,2.486239,2.824608,3.026283,2.935888,3.407685,3.111586,4.529805
