每股指标,每股盈余公积金,0.096886,0.080739,0.080739,0.080739,0.080739,0.080739,0.080739,0.080739,0.080739,0.080739,0.080739,0.080739,0.080739,0.080739,0.080739,0.080739,0.080739,0.097134,0.096547,0.096547,0.096547,0.093933,0.093933,0.093934,0.093934,0.084181,0.084165,0.083702,0.083702,0.077635,0.077635,0.077635,0.077635,0.076951,0.076951,0.076951,0.076951,0.076951,0.076951,0.076951,0.076951,0.075466,0.075466,0.075466,0.075466,0.075466,0.075466,0.075466,0.075466,0.074167,0.074167,0.074167,0.074167,0.089856,0.089856,,0.119809,0.071748,,0.071748,0.0623,0.015066
每股指标,每股留存收益,0.540041,0.574801,0.565252,0.602538,0.625858,0.630129,0.595433,0.582982,0.609557,0.625493,0.614703,0.579535,0.576729,0.577773,0.598002,0.583337,0.547277,0.749998,0.741557,0.718296,0.71434,0.77105,0.719268,0.713637,0.742579,0.725462,0.663928,0.60954,0.572641,0.560621,0.512461,0.456822,0.471148,0.482018,0.458691,0.446168,0.438681,0.52915,0.553529,0.584484,0.587896,0.606475,0.58301,0.574968,0.581545,0.642634,0.672267,0.689871,0.718551,0.752744,0.75885,0.756169,0.754114,1.055702,0.994402,,1.188792,1.035357,,0.677941,0.669047,0.176698
每股指标,每股营业收入,2.268252,1.519812,0.883191,0.389053,2.791088,1.92678,1.174296,0.405889,3.550398,2.580766,1.619707,0.570437,3.244942,2.425764,1.690243,0.809293,3.770774,3.425176,1.93331,0.69378,3.90398,3.102217,1.783448,0.39599,3.911379,2.736998,1.747048,0.837586,3.029221,2.121203,1.284234,0.419627,1.758186,1.271866,0.820693,0.3324,1.073901,0.735326,0.505783,0.25645,1.209229,0.895456,0.613283,0.222515,1.167115,0.795252,0.489387,0.20729,1.897628,1.603159,1.061266,0.368582,2.219429,2.605822,1.675837,,5.12099,3.715077,,4.584261,4.584237,4.264174
每股指标,每股营业总收入,2.268252,1.519812,0.883191,0.389053,2.791088,1.92678,1.174296,0.405889,3.550398,2.580766,1.619707,0.570437,3.244942,2.425764,1.690243,0.809293,3.770774,3.425176,1.93331,0.69378,3.90398,3.102217,1.783448,0.39599,3.911379,2.736998,1.747048,0.837586,3.029221,2.121203,1.284234,0.419627,1.758186,1.271866,0.820693,0.3324,1.073901,0.735326,0.505783,0.25645,1.209229,0.895456,0.613283,0.222515,1.167115,0.795252,0.489387,0.20729,1.897628,1.603159,1.061266,0.368582,2.219429,2.605822,1.675837,,5.12099,3.715077,,4.584261,4.584237,4.264174
每股指标,每股息税前利润,-0.049054,-0.022852,-0.039941,-0.015788,0.0732,0.061985,0.011655,-0.020622,0.0741,0.076824,0.055417,0.011136,0.071646,0.062684,0.076774,0.045624,-0.012405,0.071898,0.058465,0.013208,0.103537,0.136269,0.070996,-0.009697,0.289075,0.239265,0.157553,0.05543,0.154837,0.131502,0.071472,-0.010616,0.05622,0.056897,0.027355,0.009938,-0.144142,-0.051401,-0.027365,0.000316,0.027745,0.043028,0.012142,-0.000106,-0.114394,-0.057048,-0.028602,-0.025593,0.08032,0.092629,0.097186,0.016553,0.264681,0.286965,0.185432,,0.811072,0.58353,,0.669113,0.736667,0.632423
盈利能力,净资产收益率(ROE),-2.28,-1.24,-1.52,-0.7,0.77,0.89,-0.12,-0.77,0.96,1.43,1.11,0.08,0.87,0.91,1.5,0.97,-1.77,1.04,0.91,0.14,1.08,2.95,1.23,-0.99,7.09,6.49,4.34,1.35,4.05,3.58,1.86,-0.53,1.2,1.59,0.74,0.28,-5.38,-2.08,-1.21,-0.12,0.22,0.87,0.05,-0.23,-4.57,-2.45,-1.43,-0.97,0.42,1.54,1.73,0.07,6.88,5.22,4.11,,20.26,14.62,5.09,21.78,25.48,27.2
盈利能力,摊薄净资产收益率,-2.315264,-1.24488,-1.537121,-0.698192,0.782012,0.901145,-0.120088,-0.766678,0.957594,1.416164,1.107127,0.082719,0.868094,0.89882,1.489879,0.965762,-1.486214,1.087808,0.951447,0.140766,1.076736,2.976457,1.265782,-1.039912,6.768128,6.339271,4.295148,1.33625,4.09597,3.60197,1.897105,-0.527423,1.189117,1.580299,0.736063,0.276688,-5.530841,-2.106829,-1.221841,-0.11998,0.223084,0.869974,0.051562,-0.23207,-4.684611,-2.480783,-1.442423,-0.976863,0.417683,1.548181,1.747355,0.068164,5.300611,3.692592,2.345693,,18.397557,13.62468,,17.815304,22.597701,23.6803
盈利能力,净资产收益率_平均,-2.28883,-1.237005,-1.525074,-0.695867,0.773679,0.895472,-0.120168,-0.770159,0.963513,1.426663,1.113178,0.082714,0.874271,0.905238,1.503089,0.971464,-1.710024,1.070927,0.936499,0.138541,1.077772,2.989586,1.255446,-1.010319,7.0352,6.512556,4.366379,1.345849,4.089687,3.622456,1.888173,-0.52605,1.196235,1.593214,0.738868,0.277102,-5.382006,-2.084867,-1.214422,-0.119908,0.223333,0.873775,0.051575,-0.231801,-4.574304,-2.448751,-1.431125,-0.972136,0.415203,1.547829,1.748727,0.068187,7.25743,5.028847,3.180349,,20.261354,14.620691,,20.481448,25.476222,23.6803
盈利能力,净资产收益率_平均_扣除非经常损益,-2.312446,-1.488477,-1.746792,-0.836396,0.40986,0.878197,-0.117033,-0.797396,0.591787,1.013728,0.871211,-0.067296,0.697691,0.59865,1.255048,0.885363,-1.984559,0.915325,0.545312,-0.138986,1.477351,3.956194,2.076804,-0.883512,5.842026,5.897924,3.893391,1.197431,3.602357,3.350507,1.745798,-0.593086,0.868508,1.306564,0.550023,0.194664,-5.764109,-2.307017,-1.268324,-0.247349,-1.378512,0.652326,-0.083427,-0.280489,-4.180886,-2.569473,-1.560208,-1.0126,0.368031,1.562309,1.783928,0.010161,6.770669,4.654044,2.819846,,19.883852,14.238382,,20.727292,24.579428,23.808715
盈利能力,摊薄净资产收益率_扣除非经常损益,-2.339154,-1.497952,-1.76059,-0.839191,0.414274,0.88376,-0.116955,-0.793792,0.588152,1.006268,0.866476,-0.0673,0.692761,0.594405,1.244018,0.880165,-1.724817,0.929752,0.554016,-0.141218,1.47593,3.93882,2.093902,-0.90939,5.62025,5.740993,3.829876,1.188891,3.607891,3.33156,1.754057,-0.594633,0.863339,1.295973,0.547934,0.194373,-5.923511,-2.33132,-1.276073,-0.247497,-1.376974,0.649488,-0.083406,-0.280815,-4.281706,-2.603084,-1.572525,-1.017524,0.370229,1.562665,1.782528,0.010158,4.945095,3.41738,2.079801,,18.05478,,,18.029146,21.802235,
