常用指标,每股净资产,1.874413,1.863635,1.846389,1.823811,1.800016,1.765182,1.955042,1.950038,1.925255,1.88905,1.86358,1.868863,1.834765,1.808428,1.785802,1.775865,1.71046,1.683314,1.667976,1.636335,1.639156,1.616194,1.591122,1.55265,1.516084,1.500204,1.483374,1.476228,2.049271,2.158116,2.255645,2.245798,2.252723,2.231895,2.193642,2.179404,3.268325,3.238165,3.217136,3.190575,3.173271,1.396403,1.443402,1.430822,1.420617,1.39895,1.344191,1.352558,1.321827,1.315367,1.277814,1.263889,1.261038,1.246482,1.245,1.228688,1.20332,1.170536,1.151892,1.3908,1.374635,1.396555,1.365304,1.318474,1.57027,1.555535,1.437161,1.416326,1.398467,1.386812,1.433365,1.372197,1.331275,1.316214,1.298066,1.269764,1.594439,1.58765,1.54346,1.522513,2.25959,2.203433,2.231886,2.208089,2.084826,2.066906,2.038893,3.212135,3.148351,3.135018,3.104674,3.088143,3.046217,3.031188,3.096268,3.100374,3.072049,3.070144,3.111596,1.717973,1.502422,0.955567
常用指标,每股现金流,-0.167132,0.21775,-0.070469,-0.071853,-0.100722,0.174915,-0.000854,0.037212,-0.060392,0.193674,-0.017417,0.03911,-0.058863,0.175105,0.01723,0.079387,-0.063928,0.191379,0.045284,0.021143,-0.049814,0.137989,-0.055194,-0.023984,-0.030355,0.131039,-0.038402,-0.031261,-0.046834,0.116143,-0.097439,0.01432,-0.099721,-0.075301,-0.197744,-0.130886,-0.152628,-0.02507,-0.130183,-0.012795,0.037896,0.162269,0.021384,0.05167,0.001271,0.63544,-0.081895,0.047041,0.004805,0.022287,-0.059768,-0.013146,-0.015879,0.090213,0.057291,0.027719,0.030541,0.095536,-0.010278,-0.057982,-0.081744,0.218108,0.06608,-0.097458,-0.112048,0.049061,0.111998,-0.013199,-0.025046,0.139295,0.06174,-0.00735,0.003161,0.365876,0.187752,0.054665,0.097778,0.287375,0.026551,-0.117558,-0.173369,0.434321,0.325026,0.336753,0.068612,0.245698,-0.000251,-0.010526,-0.090922,0.65826,0.530856,0.648635,-0.0884,-0.445244,,-0.413563,,-0.358657,-0.205211,0.567805,,
常用指标,净资产收益率(ROE),1.26,4.51,4.21,2.92,1.65,-5.52,4.9,3.1,1.68,5.9,4.81,3.31,1.47,6.27,5.1,3.12,1.44,5.66,5.23,3.05,1.47,6.29,4.84,2.37,1.09,3.36,2.44,1.94,1.0,2.6,2.56,2.15,0.91,3.71,2.68,2.03,0.93,3.25,2.43,1.74,0.74,2.18,4.74,3.92,1.27,7.84,3.58,2.49,0.61,5.77,3.56,2.47,0.85,5.3,5.64,4.32,2.78,9.56,8.04,6.95,6.05,8.55,5.25,2.54,1.0283,6.76,,2.11,,5.44,,4.16,,7.18,,3.13,,5.63,,3.08,,6.23,,,,4.63,,2.131,,3.01,,1.861,,1.23,,,,2.32,3.22,13.39,,
常用指标,总资产报酬率(ROA),0.883475,3.037027,2.788713,1.977565,1.113828,-1.864877,3.428701,2.130858,1.215119,4.392984,3.471147,2.371787,1.109985,4.589902,3.734565,2.38772,1.100641,4.557653,4.228664,2.532713,1.158841,5.100837,3.911861,2.116347,0.934418,3.078631,2.57434,1.948261,1.01218,2.692014,2.56794,1.985216,0.875987,3.21677,2.515784,1.900183,0.843727,3.612509,2.507674,1.773405,0.708292,2.413506,3.103106,2.605464,0.988348,4.897089,2.221818,1.596919,0.429237,4.416825,2.633962,1.816633,0.695468,4.513694,4.050329,2.912695,1.783558,6.668423,5.666237,4.694414,3.786715,5.998095,4.053281,1.602898,0.935275,4.875368,2.644331,1.424299,0.653479,4.728724,4.457692,3.307145,1.121655,7.207567,4.879256,3.035428,0.984637,6.842465,5.053259,3.416863,1.785048,6.460555,4.339404,2.722313,1.000729,5.88929,4.050939,2.640088,0.688845,4.123243,2.635481,2.108593,0.63141,2.813664,1.334849,1.456798,0.281455,3.254179,2.037543,8.348853,10.05877,12.981419
常用指标,毛利率,19.85797,20.53935,20.143936,21.5403,22.807695,23.793173,24.178725,24.734575,23.635034,26.773648,24.971153,24.984322,23.495353,25.523201,22.774919,21.711969,22.327662,24.976948,24.362952,23.217852,23.166007,26.079806,24.794366,23.471441,22.168539,19.70153,18.156904,18.562723,17.077853,20.147021,20.78708,20.885526,19.798529,25.642169,24.574693,26.750847,27.917681,28.419599,22.463066,20.31297,23.007636,21.595755,20.757385,21.021737,22.818389,19.222128,19.646391,21.8033,27.984866,25.599793,24.647643,24.51197,22.978141,28.267906,28.059824,27.155516,26.457087,24.936469,24.380128,24.657887,23.876196,16.203237,17.250403,18.007368,15.559334,22.466416,21.290635,19.879043,15.982107,18.09748,17.656186,17.075835,15.978353,16.595341,16.164002,16.616745,15.079317,13.38805,13.452545,14.853315,9.817864,10.987215,12.107568,12.890265,19.709146,20.884414,21.70318,20.45793,21.788484,20.255014,20.598288,19.196506,17.578955,24.299894,22.086851,21.141795,15.620264,25.576422,25.915223,29.831514,29.5745,36.291762
常用指标,销售净利率,5.060123,4.06394,5.284505,5.785188,6.746121,-5.148299,7.739653,7.557347,7.392002,6.322379,6.76246,6.838251,6.323503,6.032319,6.17812,5.826763,5.981905,5.176911,6.339384,5.784418,6.25812,5.846482,6.320139,5.136283,5.511673,4.182803,4.073027,5.241048,5.51032,4.011203,5.253347,6.385817,6.219225,6.149771,5.832442,7.128933,6.932608,7.340497,6.327166,6.562465,6.532214,2.869757,5.846745,7.286336,5.930328,6.131018,4.38397,5.091837,3.70609,5.706076,4.479728,4.920942,3.907801,5.596979,7.607796,7.966161,9.524112,7.129135,8.840698,11.900745,21.62076,6.037331,6.220655,3.3922,3.570151,7.387022,5.37433,4.102536,2.870013,4.12736,5.199137,5.682182,3.369999,4.768567,4.479265,4.24796,2.586176,4.15071,3.86966,4.183112,6.642396,3.830841,3.164784,3.44305,2.425959,4.396616,4.660797,4.491401,2.064338,3.03174,3.093661,3.229955,2.419274,2.48301,2.146249,3.561798,0.637037,3.817961,5.989938,11.430595,9.016466,9.887348
常用指标,期间费用率,16.625027,17.745009,16.339,16.799452,17.490954,19.511454,18.861231,19.124667,16.655947,19.726721,17.911033,17.55743,17.094882,18.892207,16.293463,15.481253,15.556674,18.992191,17.606146,16.541686,16.731597,18.441949,17.573192,16.76088,17.176858,16.444751,15.243494,15.523848,14.530541,17.254046,16.335767,15.733573,16.544366,19.233191,18.509518,19.414458,21.412455,23.908467,19.683129,17.510864,22.332414,19.650483,18.195899,18.476683,21.501405,18.041006,18.880445,20.442547,30.013526,22.181922,21.871353,21.566213,22.81402,25.148174,24.395,23.48562,23.149497,23.096126,20.247131,19.411673,20.137783,16.774813,16.291042,16.252256,17.517822,21.962701,23.024976,24.798106,18.364461,17.093065,16.020075,14.511341,13.995967,11.490333,11.615874,12.223399,13.260677,11.532492,12.235376,13.557351,12.547665,8.778031,10.098784,10.709533,16.860894,16.482013,17.58714,16.554115,20.180335,16.365933,16.824405,14.949577,14.863148,20.950597,20.206653,16.401494,15.374081,21.903195,18.43417,19.848772,20.880356,23.457419
常用指标,资产负债率,44.309677,45.190553,44.773222,43.26305,42.087001,44.281327,41.208944,42.545395,41.372907,43.237007,41.985619,43.369535,42.763123,43.344115,42.957621,41.868819,42.10033,43.666175,40.525938,40.990955,43.529773,44.745536,44.558925,45.215534,44.084548,43.499043,31.525995,32.207065,32.174302,31.13564,30.045979,30.756741,29.592928,30.291059,28.406194,28.090944,27.753431,29.147744,32.859503,28.412439,28.553709,50.217285,49.421428,48.251965,48.619281,51.683607,51.041782,48.678017,46.176844,47.111512,48.403291,48.490188,47.062536,45.651598,46.839468,47.63195,46.948384,47.527377,48.212788,47.834739,46.33848,39.770071,42.264038,40.351933,43.299876,43.584603,37.510695,31.978982,33.133279,35.573809,37.227472,41.710517,42.684,45.097564,41.677677,39.772561,34.754899,38.435161,40.108648,38.090329,38.745838,42.726625,42.354968,44.585517,46.544527,46.542567,48.035198,49.577924,48.010066,48.140634,49.743813,47.563778,46.64298,42.460146,42.071165,41.22761,40.434738,39.846661,41.062389,62.680604,60.617871,68.730089
每股指标,基本每股收益,0.0235,0.0819,0.0761,0.0523,0.0294,-0.1006,0.0947,0.0595,0.032,0.1092,0.0888,0.0609,0.0268,0.1112,0.0902,0.0548,0.0252,0.0963,0.0889,0.0516,0.0247,0.1011,0.0772,0.0373,0.0169,0.0516,0.0373,0.0297,0.0156,0.042,0.0416,0.035,0.0205,0.0815,0.0585,0.0442,0.0201,0.0657,0.0734,0.0509,0.0197,0.031,0.0687,0.0569,0.0183,0.1065,0.0478,0.0333,0.0081,0.0741,0.0449,0.0312,0.0107,0.0641,0.0681,0.0517,0.033,0.1091,0.1084,0.0931,0.0807,0.1059,0.073,0.0365,0.0176,0.0805,0.0519,0.0295,0.0117,0.0736,0.0739,0.056,0.0151,0.1014,0.068,0.0397,0.0137,0.0815,0.068,0.047,0.047,0.133,,,,0.124,,0.068,,0.093,,0.057,,0.038,,,,0.06,0.057,0.22,0.16,0.18
每股指标,稀释每股收益,0.0235,0.0819,0.0761,0.0523,0.0294,-0.1006,0.0947,0.0595,0.032,0.1092,0.0888,0.0609,0.0268,0.1112,0.0902,0.0548,0.0252,0.0963,0.0889,0.0516,0.0247,0.1011,0.0772,0.0373,0.0169,0.0516,0.0373,0.0297,0.0156,0.042,0.0416,0.035,0.0205,0.0815,0.0585,0.0442,0.0201,0.0657,0.0734,0.0509,0.0197,0.031,0.0687,0.0569,0.0183,0.1065,0.0478,0.0333,0.0081,0.0741,0.0449,0.0312,0.0107,0.0641,0.0681,0.0517,0.033,0.1091,0.1084,0.0931,0.0807,0.1059,0.073,0.0365,0.0176,0.0805,0.0519,0.0295,0.0117,0.0736,0.0739,0.056,0.0151,0.1014,0.068,0.0397,0.0137,0.0815,0.068,0.047,0.047,,,,,,,,,,,,,,,,,,,,,
每股指标,摊薄每股收益_最新股数,0.023472,0.081873,0.076087,0.052324,0.029396,-0.100616,0.094658,0.059508,0.031969,0.10921,0.088794,0.060944,0.026759,0.111237,0.090203,0.054764,0.025239,0.096267,0.088916,0.051616,0.024701,0.101102,0.077226,0.037331,0.016911,0.051769,0.037471,0.029953,0.01574,0.043324,0.042916,0.036098,0.015272,0.060805,0.043605,0.032988,0.014993,0.048959,0.035867,0.024629,0.00927,0.015389,0.030695,0.025419,0.009086,0.044666,0.020048,0.013957,0.003379,0.031059,0.018845,0.013095,0.00448,0.026876,0.02854,0.021688,0.013859,0.045756,0.045445,0.039054,0.033846,0.033451,0.024406,0.008722,0.004682,0.028128,0.015106,0.008595,0.003394,0.021425,0.021515,0.016304,0.004386,0.029527,0.0198,0.011557,0.003337,0.024384,0.016245,0.011161,0.007586,0.0215,0.012949,0.008672,0.002311,0.01504,0.011583,0.006827,0.001348,0.009358,0.007431,0.005759,0.001519,0.003822,0.002637,0.003056,0.000191,0.004701,0.004176,0.015853,0.012043,0.013333
每股指标,摊薄每股净资产_期末股数,1.874413,1.863635,1.846389,1.823811,1.800016,1.765182,1.955042,1.950038,1.925255,1.88905,1.86358,1.868863,1.834765,1.808428,1.785802,1.775865,1.71046,1.683314,1.667976,1.636335,1.639156,1.616194,1.591122,1.55265,1.516084,1.500204,1.483374,1.476228,2.049271,2.158116,2.255645,2.245798,2.252723,2.231895,2.193642,2.179404,3.268325,3.238165,3.217136,3.190575,3.173271,1.396403,1.443402,1.430822,1.420617,1.39895,1.344191,1.352558,1.321827,1.315367,1.277814,1.263889,1.261038,1.246482,1.245,1.228688,1.20332,1.170536,1.151892,1.3908,1.374635,1.396555,1.365304,1.318474,1.57027,1.555535,1.437161,1.416326,1.398467,1.386812,1.433365,1.372197,1.331275,1.316214,1.298066,1.269764,1.594439,1.58765,1.54346,1.522513,2.25959,2.203433,2.231886,2.208089,2.084826,2.066906,2.038893,3.212135,3.148351,3.135018,3.104674,3.088143,3.046217,3.031188,3.096268,3.100374,3.072049,3.070144,3.111596,1.717973,1.502422,0.955567
每股指标,调整每股净资产_期末股数,1.728448,1.715436,1.712748,1.688478,1.663644,1.631139,1.625263,1.616617,1.589983,1.551052,1.508197,1.511476,1.474001,1.449229,1.420091,1.408933,1.353497,1.323303,1.309126,1.274767,1.27843,1.251638,1.221772,1.178906,1.141377,1.138205,1.35084,1.34056,1.858809,1.965004,2.061874,2.04934,2.054603,2.029969,1.987956,1.971243,2.95556,2.923305,2.897513,2.90671,2.889851,1.094155,1.143836,1.132458,1.125629,1.101439,1.098163,1.110625,1.0824,1.080875,1.041161,1.03022,1.060585,1.046957,1.046605,1.028698,0.90693,0.874886,0.866866,1.05046,1.037609,1.194399,1.19655,1.150931,1.384769,1.371385,1.255473,1.240474,1.221542,1.208739,1.241122,1.193955,1.156108,1.139968,1.154891,1.128543,1.48235,1.552872,1.497901,1.487346,2.206632,2.150061,2.081049,2.056127,1.931587,1.912009,1.881905,2.963882,2.903183,2.889638,2.815924,2.989706,2.959189,2.943685,2.973829,3.100374,3.072049,3.070144,3.111596,1.717973,1.502422,0.955567
每股指标,每股净资产_最新股数,1.874413,1.863635,1.846389,1.823811,1.800016,1.765182,1.955042,1.950038,1.925255,1.88905,1.86358,1.868863,1.834765,1.808428,1.785802,1.775865,1.764176,1.736178,1.720358,1.687723,1.690633,1.66695,1.64109,1.60141,1.563695,1.547317,1.529958,1.522588,1.528121,1.609286,1.682012,1.674669,1.679833,1.664302,1.635777,1.62516,1.624771,1.609778,1.599324,1.58612,1.577518,0.585646,0.605357,0.600081,0.595801,0.586714,0.563748,0.567257,0.554369,0.55166,0.53591,0.53007,0.528874,0.522769,0.522148,0.515307,0.504667,0.490918,0.483099,0.48608,0.48043,0.488091,0.477169,0.460802,0.457337,0.453045,0.418569,0.412501,0.407299,0.403905,0.417463,0.399648,0.38773,0.383343,0.378058,0.369815,0.38698,0.385332,0.374607,0.369523,0.36561,0.356524,0.361128,0.357277,0.337333,0.334433,0.329901,0.324835,0.318385,0.317036,0.313968,0.312296,0.308056,0.306536,0.313118,0.313533,0.310668,0.310476,0.314668,0.126352,0.110499,0.07359
每股指标,每股经营现金流,-0.167132,0.21775,-0.070469,-0.071853,-0.100722,0.174915,-0.000854,0.037212,-0.060392,0.193674,-0.017417,0.03911,-0.058863,0.175105,0.01723,0.079387,-0.063928,0.191379,0.045284,0.021143,-0.049814,0.137989,-0.055194,-0.023984,-0.030355,0.131039,-0.038402,-0.031261,-0.046834,0.116143,-0.097439,0.01432,-0.099721,-0.075301,-0.197744,-0.130886,-0.152628,-0.02507,-0.130183,-0.012795,0.037896,0.162269,0.021384,0.05167,0.001271,0.63544,-0.081895,0.047041,0.004805,0.022287,-0.059768,-0.013146,-0.015879,0.090213,0.057291,0.027719,0.030541,0.095536,-0.010278,-0.057982,-0.081744,0.218108,0.06608,-0.097458,-0.112048,0.049061,0.111998,-0.013199,-0.025046,0.139295,0.06174,-0.00735,0.003161,0.365876,0.187752,0.054665,0.097778,0.287375,0.026551,-0.117558,-0.173369,0.434321,0.325026,0.336753,0.068612,0.245698,-0.000251,-0.010526,-0.090922,0.65826,0.530856,0.648635,-0.0884,-0.445244,,-0.413563,,-0.358657,-0.205211,0.567805,,
每股指标,每股现金流量净额,-0.176203,0.037608,-0.187099,-0.084969,-0.156465,0.0725,-0.085109,0.008774,-0.066062,0.102146,-0.088713,-0.014263,-0.046525,0.059211,-0.042776,-0.0511,-0.096779,0.019611,-0.096403,-0.096975,-0.033759,0.153125,-0.022418,0.024819,-0.05358,0.019821,0.109687,0.157034,-0.142053,-0.160408,-0.14518,0.318336,-0.146253,0.159113,0.026656,0.18682,0.238405,0.132536,0.204513,-0.00018,0.071693,-0.111741,-0.21935,-0.162464,-0.124362,0.28693,-0.124839,0.004315,-0.065691,-0.086631,-0.115031,-0.029734,0.039529,0.059399,-0.022457,-0.041043,0.006257,0.021482,-0.031373,0.00236,0.054402,-0.220769,-0.26703,-0.206924,-0.278287,0.284324,0.057837,-0.062898,-0.053224,-0.116959,-0.248733,-0.12377,-0.055451,0.050686,-0.032245,-0.136628,-0.150035,0.128353,-0.023074,-0.083787,-0.151503,0.027829,-0.054055,-0.048804,0.029982,-0.183423,-0.239993,-0.223233,-0.219891,-0.066987,0.043694,0.449026,0.01882,-1.280232,,-0.338188,,1.34134,1.605743,0.665658,,
