常用指标,每股净资产,1.044863,1.07791,1.268898,1.308099,1.356395,1.403365,1.576744,1.397215,1.410636,1.441559,1.733692,1.777628,1.819682,1.839604,2.04768,2.064001,2.054174,2.063628,2.372253,2.410762,2.404155,2.401383,2.221848,2.288844,2.253304,2.281086,2.3047,2.276062,2.686313,2.715872,2.061405,2.06223,2.087714,2.058488,2.074376,2.050399,2.043832,2.044869,2.40989,2.335378,2.275421,2.292823,2.238616,2.192778,4.343633,4.380467,3.430111,3.398909,3.452852,3.441666,2.817318,2.722094,2.747308,2.73008,2.706675,2.627808,2.607567,2.661555,2.6745,2.615471,2.579352,2.583513,2.616945,2.606879,2.585601,2.625765,2.546683,2.513993,2.624244,2.652818,2.571161,2.53196,2.503527,2.527234,2.42443,2.384326,2.492117,2.501433,2.492498,2.211115,2.11896,2.109448,,,1.932795,1.982512
常用指标,每股现金流,-0.012851,0.03077,0.013424,-0.031797,-0.020137,-0.163752,-0.086037,-0.150932,-0.104087,-0.15522,-0.195003,-0.161514,-0.139216,0.213097,-0.058393,-0.010411,-0.075896,-0.267163,0.355856,0.418019,0.461485,0.047971,-0.386277,-0.459096,-0.207945,0.218579,0.145056,0.256557,0.560041,0.094416,0.11583,0.185909,-0.408659,0.207379,0.172019,-0.156882,0.025121,-0.049743,-0.058155,-0.115693,-0.117876,0.1227,-0.122119,-0.128563,-0.233845,-0.185511,-0.65385,-0.405463,-0.350789,0.27179,-0.174734,-0.140554,-0.145078,0.444947,0.298653,0.199071,0.310134,-0.073301,-0.038339,0.03367,0.001485,0.19693,0.094639,0.212138,-0.005998,0.021066,0.196513,-0.186294,-0.167598,-0.053914,-0.267443,-0.658137,-0.176573,0.960034,0.303401,0.023405,-0.076858,0.124076,0.124176,0.157902,0.040963,0.198086,,,0.410224,0.39997
常用指标,净资产收益率(ROE),-3.11,-26.24,-9.75,-7.06,-3.44,-1.95,8.93,-3.2,-2.25,-25.81,-5.95,-3.42,-1.12,-14.31,-2.22,-1.41,-0.44,-14.36,-0.53,0.42,0.17,6.7,-1.37,0.05,-1.18,4.15,2.69,1.39,0.07,27.63,6.26,2.8,-1.39,4.85,2.44,1.2,-0.04,3.8,3.6,1.81,-0.73,4.95,2.83,0.69,-0.18,5.71,1.08,0.3,0.36,8.22,4.9,2.04,0.71,7.1993,3.63,0.61,-0.16,3.0,3.46,1.23,-0.16,-1.62,-0.34,-0.72,-1.57,2.01,,-2.24,,4.85,,0.19,,5.94,,0.11,,4.37,,4.57,0.42,8.74,,,11.55,8.21
常用指标,总资产报酬率(ROA),-1.087401,-11.522123,-4.08354,-2.869521,-1.469098,-1.341624,3.856224,-1.01696,-0.683968,-10.201807,-1.903675,-1.070061,-0.396375,-6.348495,-0.652969,-0.339288,-0.029624,-5.469648,0.479827,0.780836,0.358824,3.986256,-0.279759,0.077662,-0.4482,3.342916,2.085275,1.223703,-0.286669,18.484908,2.290136,1.876054,-0.113001,4.734967,2.373741,1.390817,0.282309,4.020809,2.941063,1.814572,-0.361751,4.164609,1.906964,0.607133,-0.124475,3.713166,0.211408,-0.144215,0.152559,5.187511,3.052548,0.960043,0.369872,4.433987,2.982153,0.164959,-0.154382,3.771654,2.890677,1.314795,-0.009025,1.518293,1.266708,0.829223,-0.595733,4.083247,0.55259,-0.615061,-0.384843,6.672471,2.804483,1.66202,-0.240995,7.085796,2.124098,0.791919,0.172008,3.21863,3.580449,4.185443,0.689715,7.416016,,,7.783514,6.387626
常用指标,毛利率,-7.452905,-5.169546,-23.197086,-28.764586,-26.068864,-2.247356,3.575729,5.037658,5.537309,3.282076,12.778887,11.772867,19.235996,-0.838153,20.078009,23.757163,26.946756,20.44453,16.924505,20.403515,28.012461,25.336911,20.440944,23.656372,16.18773,17.977943,17.187289,17.814299,9.038305,18.026432,23.717424,25.538762,25.804859,24.208834,28.745262,28.309016,27.554519,26.778492,27.266288,28.092353,27.424541,32.923307,28.720685,27.29221,25.816537,33.737071,28.165318,28.064414,28.724613,37.052591,37.946983,36.47447,34.302292,30.14205,28.096898,38.0093,36.903915,43.535861,43.223792,39.047543,39.855721,35.251395,35.047497,34.764774,22.249252,31.767773,37.780545,31.673343,27.445554,34.803143,39.351923,38.054294,29.293893,37.354584,36.865377,34.872385,30.398689,41.318322,51.549529,55.14153,41.09603,53.210769,57.028467,58.456733,60.911512,51.030194
常用指标,销售净利率,-69.992336,-122.209914,-84.793505,-94.929823,-117.973309,-17.189725,28.637721,-16.850523,-26.715196,-68.088637,-30.00817,-27.162084,-21.032877,-57.723462,-16.400071,-16.77892,-10.579664,-24.944119,-4.32983,-1.344762,-2.396626,6.671366,-10.091426,-6.689389,-19.080354,2.103315,3.981336,3.160394,-6.738305,23.142442,1.985085,2.920376,-13.284225,5.565806,5.60027,4.124513,-1.096396,6.051763,7.650559,6.280322,-14.496428,7.574587,5.066465,0.708411,-5.439679,8.15743,-1.063991,-3.866961,-0.081798,10.171576,12.157771,4.539552,10.029943,8.008241,9.632991,2.839124,-12.494381,12.480578,17.398729,11.081351,-3.701628,2.749486,7.298143,5.014325,-38.893839,8.859296,1.154309,-15.916058,-23.142695,12.141335,10.684001,6.670385,-15.708237,14.573552,9.062883,2.60666,-2.596019,14.016085,22.067793,35.059457,7.756423,29.68543,28.442511,32.312776,31.950459,25.383629
常用指标,期间费用率,57.45962,47.4856,59.843858,65.669659,67.939702,40.101266,37.076825,29.707147,35.508139,36.719028,42.827477,39.835908,41.960531,56.104147,39.87105,40.140468,33.804335,22.235405,19.793217,19.777533,29.643161,19.292997,28.338865,31.674143,30.756381,12.77039,12.418546,13.128915,14.839108,14.381918,16.253096,15.92585,34.90538,12.859441,20.439655,21.273514,26.118916,15.442294,15.304786,16.359497,38.170287,15.326527,18.336128,20.674852,28.478787,17.74997,21.433593,22.291769,24.906124,21.710776,17.188285,18.321792,17.96371,12.726311,12.59606,30.089247,36.914485,19.276168,17.368399,18.528148,33.01333,15.676667,19.292322,19.846458,48.456368,15.539637,28.001254,39.443496,44.611874,13.559016,20.523834,21.635016,38.330772,14.169643,20.400654,25.829475,26.813841,33.212749,33.493782,26.127878,31.645731,28.179836,24.404523,22.537707,27.697472,27.468691
常用指标,资产负债率,63.956244,63.295279,57.440621,56.48985,54.838846,54.521996,51.966494,58.209206,59.984346,60.779212,58.263641,58.460992,58.676674,59.332444,56.533963,54.284081,51.019519,52.174961,46.772025,49.549975,52.341121,54.887954,60.322955,56.959424,55.621608,58.728821,43.14536,42.74802,50.457322,48.730796,56.471421,56.239253,60.380759,61.305542,58.645468,56.33718,53.135808,53.42396,50.559044,47.182957,48.774161,50.01095,51.488425,51.65737,46.793121,50.381829,46.227587,43.464029,35.256969,36.335271,27.872053,29.543806,24.480947,27.443584,25.382263,28.057911,30.697186,22.751269,27.21994,29.804876,30.793882,29.905289,37.654125,39.018239,38.237149,36.609854,39.310812,36.202621,36.583424,34.239895,38.161617,34.678664,41.967707,37.926228,34.36717,32.26158,32.502095,35.412079,22.862831,35.282881,30.829208,30.524754,,,43.378558,41.132099
每股指标,基本每股收益,-0.0331,-0.3256,-0.1305,-0.0957,-0.0474,-0.0278,0.1348,-0.0454,-0.0313,-0.4215,-0.1064,-0.0619,-0.0205,-0.2798,-0.0454,-0.029,-0.0091,-0.3216,-0.0127,0.0101,0.004,0.1574,-0.0311,0.001,-0.0268,0.0935,0.0625,0.034,0.0018,0.6525,0.1075,0.0476,-0.0285,0.098,0.0504,0.0245,-0.0008,0.0883,0.0851,0.0424,-0.0169,0.1118,0.0625,0.0152,-0.004,0.1027,0.0187,0.0051,0.0123,0.2154,0.169,0.0525,0.019,0.1802,0.0987,0.0161,-0.0042,0.079,0.0919,0.032,-0.0042,-0.0423,-0.0088,-0.0189,-0.0402,0.05,-0.0261,-0.0588,-0.03,0.13,0.0439,0.0047,-0.02,0.16,0.0429,0.0028,-0.01,0.1,0.0848,0.1011,0.01,0.177,,,0.243,0.169
每股指标,稀释每股收益,-0.0331,-0.3256,-0.1305,-0.0957,-0.0474,-0.0278,0.1348,-0.0454,-0.0313,-0.4215,-0.1064,-0.0619,-0.0205,-0.2798,-0.0454,-0.029,-0.0091,-0.3216,-0.0127,0.0101,0.004,0.1574,-0.0311,0.001,-0.0268,0.0935,0.0625,0.034,0.0018,0.6525,0.1075,0.0476,-0.0285,0.098,0.0504,0.0245,-0.0008,0.0883,0.0851,0.0424,-0.0169,0.1118,0.0625,0.0152,-0.004,0.1027,0.0187,0.0051,0.0123,0.2154,0.169,0.0525,0.019,0.1802,0.0987,0.0161,-0.0042,0.079,0.0919,0.032,-0.0042,-0.0423,-0.0088,-0.0189,-0.0402,0.05,-0.0261,-0.0588,-0.03,0.13,0.0439,0.0047,-0.02,0.16,0.0429,0.0028,-0.01,0.1,0.0848,0.1011,0.01,,,,,
每股指标,摊薄每股收益_最新股数,-0.033057,-0.325595,-0.130485,-0.095729,-0.047435,-0.027756,0.13476,-0.045401,-0.031289,-0.42146,-0.106367,-0.061899,-0.020484,-0.279768,-0.045415,-0.028977,-0.009135,-0.321646,-0.012745,0.010056,0.003968,0.157376,-0.031062,0.001043,-0.026825,0.093537,0.062502,0.034453,-0.020599,0.48128,0.002413,0.003455,-0.020623,0.070737,0.036355,0.0188,0.000113,0.065976,0.061843,0.030835,-0.012089,0.082429,0.045088,0.010936,-0.002894,0.064222,0.011511,0.003173,0.003798,0.062456,0.029143,0.008791,0.004887,0.024064,0.02095,0.003451,-0.000847,0.016573,0.019322,0.006786,-0.000883,-0.008972,-0.001872,-0.00401,-0.008529,0.011243,-0.00555,-0.012492,-0.006067,0.026669,0.009328,0.001003,-0.005034,0.034237,0.009105,0.000588,-0.002004,0.014951,0.014057,0.015963,0.001399,0.027917,0.02265,0.01696,0.038395,0.026707
每股指标,摊薄每股净资产_期末股数,1.044863,1.07791,1.268898,1.308099,1.356395,1.403365,1.576744,1.397215,1.410636,1.441559,1.733692,1.777628,1.819682,1.839604,2.04768,2.064001,2.054174,2.063628,2.372253,2.410762,2.404155,2.401383,2.221848,2.288844,2.253304,2.281086,2.3047,2.276062,2.686313,2.715872,2.061405,2.06223,2.087714,2.058488,2.074376,2.050399,2.043832,2.044869,2.40989,2.335378,2.275421,2.292823,2.238616,2.192778,4.343633,4.380467,3.430111,3.398909,3.452852,3.441666,2.817318,2.722094,2.747308,2.73008,2.706675,2.627808,2.607567,2.661555,2.6745,2.615471,2.579352,2.583513,2.616945,2.606879,2.585601,2.625765,2.546683,2.513993,2.624244,2.652818,2.571161,2.53196,2.503527,2.527234,2.42443,2.384326,2.492117,2.501433,2.492498,2.211115,2.11896,2.109448,,,1.932795,1.982512
