每股指标,摊薄每股收益_最新股数,0.017605,0.064255,0.060491,0.033479,0.01539,0.059865,0.057444,0.029529,0.015084,0.0597,0.048396,0.026309,0.011277,0.055886,0.043764,0.022878,0.010829,0.054685,0.041225,0.017258,0.009964,0.046747,0.040421,0.012722,0.000311,0.069095,0.044743,0.023518,0.002177,0.066749,0.040635,0.013467,-0.020027,0.099863,0.060336,0.055452,0.002899,0.049672,0.017313,0.017266,-0.008527,0.013013,-0.169719,-0.12573,-0.041325,-1.094817,-0.196515,-0.129846,-0.041324,-0.444646,-0.2078,-0.136757,-0.042205,-0.400503,-0.138253,-0.055038,-0.020987,-0.019424,0.011321,0.011337,0.002149,0.038786,0.021966,0.014215,0.003785,0.049991,0.027532,0.014098,0.003066,0.048056,0.012702,0.056914,0.0148,0.000895
每股指标,摊薄每股净资产_期末股数,2.06243,2.05621,2.051532,2.028269,2.011223,1.995285,1.980074,1.960585,1.943963,1.927646,1.922173,1.902298,1.866436,1.860251,1.848188,1.810909,1.777082,1.768534,1.777676,1.754099,1.749513,1.739828,1.729227,1.715035,,1.698395,1.678749,1.64999,1.590777,1.593469,0.836798,0.7851,0.72415,1.217032,0.355615,0.344546,0.232599,0.226016,0.155614,0.15497,0.101009,0.118685,-3.181417,-3.041073,-2.779349,-2.649503,0.175926,0.384765,0.66231,0.792083,1.533674,1.757877,2.054773,2.18725,2.581693,2.937089,3.082244,3.171683,3.320005,3.317788,3.331278,3.319463,3.245447,3.211649,3.168064,2.039418,,1.837843,,1.763838,1.582453,1.649752,1.134755,0.958039
每股指标,调整每股净资产_期末股数,1.308218,1.305021,1.315091,1.300783,1.318149,1.320521,1.350615,1.340406,1.357519,1.361351,1.383602,1.369806,1.377255,1.36995,1.375128,1.350448,1.345463,1.336302,1.334662,1.307965,1.296061,1.282538,1.254934,1.217873,,1.19832,1.174708,1.154528,1.103903,1.094443,0.14743,0.116649,0.076481,0.14289,0.259243,0.249769,0.138465,0.129667,0.046841,0.043706,-0.080248,-0.06536,-3.446779,-3.310486,-3.053533,-2.927162,-0.108774,0.096588,0.370369,0.496618,1.234566,1.454933,1.748035,1.876688,2.209931,2.584053,2.729052,2.814279,2.984905,2.978469,2.988261,2.97259,2.900561,2.861883,2.875893,1.680768,,1.473025,,1.397576,1.190043,1.251449,0.855008,0.616756
每股指标,每股净资产_最新股数,2.06243,2.05621,2.051532,2.028269,2.011223,1.995285,1.980074,1.960585,1.943963,1.927646,1.922173,1.902298,1.866436,1.860251,1.848188,1.810909,1.777082,1.781947,1.791158,1.767402,1.762782,1.753023,1.742342,1.728042,,1.711276,1.69148,1.662503,1.602842,1.605554,0.611837,0.574037,0.529472,0.559512,0.163488,0.1584,0.106934,0.103908,0.071541,0.071245,0.046437,0.054564,-1.011487,-0.966867,-0.883655,-0.842372,0.055933,0.12233,0.210572,0.251831,0.48761,0.558892,0.653286,0.695405,0.604842,0.688104,0.722111,0.743065,0.777814,0.777295,0.780455,0.777687,0.760347,0.752428,0.742217,0.392981,,0.354139,,0.339878,0.304927,0.317895,0.198618,0.154406
每股指标,每股经营现金流,-0.230447,0.13863,0.017762,0.061363,-0.067955,0.239347,0.074272,0.00943,-0.03831,0.099776,-0.038337,-0.072186,-0.011913,0.206512,0.029269,-0.085551,-0.127606,0.08212,0.027599,-0.002087,-0.014874,-0.153823,-0.108504,-0.098107,-0.071873,-0.050832,-0.115055,-0.099423,-0.066611,0.137889,0.077086,-0.142057,-0.139944,0.061346,-0.091395,-0.058488,-0.093042,0.030812,-0.045969,0.007803,-0.015473,-0.596396,-0.619823,-0.371385,-0.311004,-0.396941,-0.145468,-0.051783,-0.076712,-0.249685,-0.487824,-0.296239,-0.208285,-0.697405,-0.92972,-0.509149,-0.444073,-1.127488,-0.911652,-0.609404,-0.290467,-0.240171,-0.524779,-0.42118,-0.281884,0.075069,,-0.781921,,0.035178,-0.133834,0.265752,0.129116,0.025014
每股指标,每股现金流量净额,-0.262184,0.10134,-0.016537,0.005732,-0.097471,0.062987,-0.078166,-0.101414,-0.096061,0.015265,-0.080258,-0.086863,-0.040063,0.067511,-0.063605,-0.171776,-0.195917,-0.022544,-0.098641,-0.120136,-0.089658,-0.149838,-0.179961,-0.148051,-0.127888,-0.146222,-0.221886,-0.19994,-0.146098,0.408785,-0.120757,-0.286183,-0.308147,-0.140181,-0.123465,-0.077296,-0.104661,1.015204,0.891867,0.958866,0.012117,0.026854,-0.013602,-0.000931,-0.0369,-0.15131,-0.195663,-0.174527,-0.12308,-0.478871,-0.355677,0.135567,0.374666,-0.311741,-0.337486,-0.351005,-0.305718,-0.493456,-0.674725,-0.40114,-0.556175,0.320774,-0.027357,0.249229,0.437833,-0.123296,,-0.580798,,1.046971,-0.284242,0.371308,0.242347,0.09709
每股指标,每股企业自由现金流量,,-0.030568,,0.040345,,0.063728,,0.03656,,0.046502,,0.029728,,0.053617,,0.036567,,0.110483,,0.040619,,0.060574,,0.03499,,,,0.020914,,,,0.032356,,,,0.108512,,-0.673372,,-0.535552,,-1.149258,,0.285274,,0.068875,,0.318551,,1.113596,,0.301372,,-0.4072,,0.30993,,0.312168,,-0.130978,,-2.109352,,-1.294945,,-0.810003,,-0.699916,,-1.018957,,0.056675,0.035622,-0.408561
每股指标,每股股东自由现金流量,,0.066594,,0.050304,,0.022765,,-0.021001,,0.044028,,0.029913,,-0.012766,,-0.032253,,0.030681,,-0.07999,,0.055567,,-0.03611,,,,-0.054805,,,,-0.086741,,,,0.10837,,-0.622613,,-0.334034,,-0.451882,,0.705621,,0.471268,,0.200434,,1.380678,,0.936986,,0.087969,,0.869298,,1.944126,,0.549125,,-2.059068,,-1.565142,,0.566329,,0.191103,,0.680095,,0.646689,0.552814,0.022221
每股指标,每股未分配利润,-1.058392,-1.075998,-1.079763,-1.106775,-1.124864,-1.140254,-1.142675,-1.170589,-1.185035,-1.200119,-1.211423,-1.233123,-1.248155,-1.259433,-1.271435,-1.292321,-1.308493,-1.3053,-1.318658,-1.342445,-1.350831,-1.360721,-1.367,-1.394493,,-1.407117,-1.431601,-1.452667,-1.476283,-1.478444,-2.073092,-2.11025,-2.15606,-3.38544,-3.752006,-3.762631,-3.876942,-3.883248,-3.953635,-3.953736,-4.009339,-3.991294,-6.346159,-6.207801,-5.942324,-5.812344,-2.986925,-2.777233,-2.498805,-2.368829,-1.623882,-1.400429,-1.103037,-0.970289,-0.197369,0.157822,0.303164,0.392747,0.529597,0.529664,0.545288,0.536111,0.471497,0.441721,0.403269,0.470662,,0.290307,,0.224457,0.06592,0.131182,0.033728,-0.044654
每股指标,每股资本公积金,2.052576,2.052576,2.052124,2.052124,2.052124,2.052124,2.052124,2.052124,2.052124,2.052124,2.052124,2.052124,2.052124,2.052124,2.052124,2.052124,2.052124,2.056676,2.056676,2.056676,2.056676,2.056676,2.040949,2.040949,,2.040949,2.040949,2.040949,2.040949,2.040949,1.865147,1.865148,1.865148,3.560139,3.067399,3.067399,3.067399,3.067399,3.067399,3.067399,3.067399,3.067399,2.102063,2.102063,2.102063,2.102063,2.103494,2.103138,2.103677,2.103459,2.10335,2.103718,2.103244,2.102966,1.709112,1.709316,1.709129,1.708985,1.714455,1.712172,1.714877,1.712238,1.710016,1.709303,1.710238,0.502424,,0.501243,,0.500405,0.502496,0.504533,0.093002,0.000228
